CreditScore,Age,Tenure,Balance,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,HasCrCard_1,IsActiveMember_1,TenureOverAge,BalanceOverSalary
619,42,2,0.0,101348.88,1,False,False,False,False,False,False,True,True,0.047619047619047616,0.0
608,41,1,83807.86,112542.58,0,False,True,False,False,False,False,False,True,0.024390243902439025,0.7446769036217226
502,42,8,159660.8,113931.57,1,False,False,False,False,True,False,True,False,0.19047619047619047,1.4013745268322026
699,39,1,0.0,93826.63,0,False,False,False,True,False,False,False,False,0.02564102564102564,0.0
850,43,2,125510.82,79084.1,0,False,True,False,False,False,False,True,True,0.046511627906976744,1.5870550464631954
645,44,8,113755.78,149756.71,1,False,True,True,True,False,False,True,False,0.18181818181818182,0.7596038935417319
822,50,7,0.0,10062.8,0,False,False,True,True,False,False,True,True,0.14,0.0
376,29,4,115046.74,119346.88,1,True,False,False,False,False,True,True,False,0.13793103448275862,0.9639693974404694
501,44,4,142051.07,74940.5,0,False,False,True,True,False,False,False,True,0.09090909090909091,1.8955180443151567
684,27,2,134603.88,71725.73,0,False,False,True,False,False,False,True,True,0.07407407407407407,1.876647055387237
528,31,6,102016.72,80181.12,0,False,False,True,True,False,False,False,False,0.1935483870967742,1.2723284483928388
497,24,3,0.0,76390.01,0,False,True,True,True,False,False,True,False,0.125,0.0
476,34,10,0.0,26260.98,0,False,False,False,True,False,False,True,False,0.29411764705882354,0.0
549,25,5,0.0,190857.79,0,False,False,False,True,False,False,False,False,0.2,0.0
635,35,7,0.0,65951.65,0,False,True,False,True,False,False,True,True,0.2,0.0
616,45,3,143129.41,64327.26,0,True,False,True,True,False,False,False,True,0.06666666666666667,2.2250195329320728
653,58,1,132602.88,5097.67,1,True,False,True,False,False,False,True,False,0.017241379310344827,26.01244882465911
549,24,9,0.0,14406.41,0,False,True,False,True,False,False,True,True,0.375,0.0
587,45,6,0.0,158684.81,0,False,True,True,False,False,False,False,False,0.13333333333333333,0.0
726,24,6,0.0,54724.03,0,False,False,False,True,False,False,True,True,0.25,0.0
732,41,8,0.0,170886.17,0,False,False,True,True,False,False,True,True,0.1951219512195122,0.0
636,32,8,0.0,138555.46,0,False,True,False,True,False,False,True,False,0.25,0.0
510,38,4,0.0,118913.53,1,False,True,False,False,False,False,True,False,0.10526315789473684,0.0
669,46,3,0.0,8487.75,0,False,False,True,True,False,False,False,True,0.06521739130434782,0.0
846,38,5,0.0,187616.16,0,False,False,False,False,False,False,True,True,0.13157894736842105,0.0
577,25,3,0.0,124508.29,0,False,False,True,True,False,False,False,True,0.12,0.0
756,36,2,136815.64,170041.95,0,True,False,True,False,False,False,True,True,0.05555555555555555,0.8045993356345302
571,44,9,0.0,38433.35,0,False,False,True,True,False,False,False,False,0.20454545454545456,0.0
574,43,3,141349.43,100187.43,0,True,False,False,False,False,False,True,True,0.06976744186046512,1.4108499439500544
411,29,0,59697.17,53483.21,0,False,False,True,True,False,False,True,True,0.0,1.1161852476693153
591,39,3,0.0,140469.38,1,False,True,False,False,True,False,True,False,0.07692307692307693,0.0
533,36,7,85311.7,156731.91,0,False,False,True,False,False,False,False,True,0.19444444444444445,0.5443160872600863
553,41,9,110112.54,81898.81,0,True,False,True,True,False,False,False,False,0.21951219512195122,1.344494993272796
520,42,6,0.0,34410.55,0,False,True,False,True,False,False,True,True,0.14285714285714285,0.0
722,29,9,0.0,142033.07,0,False,True,False,True,False,False,True,True,0.3103448275862069,0.0
475,45,0,134264.04,27822.99,1,False,False,False,False,False,False,True,False,0.0,4.825651017378075
490,31,3,145260.23,114066.77,0,False,True,True,False,False,False,False,True,0.0967741935483871,1.273466672195592
804,33,7,76548.6,98453.45,0,False,True,True,False,False,False,False,True,0.21212121212121213,0.7775105900301108
850,36,7,0.0,40812.9,0,False,False,True,False,False,False,True,True,0.19444444444444445,0.0
582,41,6,70349.48,178074.04,0,True,False,True,True,False,False,False,True,0.14634146341463414,0.3950574716000153
472,40,4,0.0,70154.22,0,False,True,True,False,False,False,True,False,0.1,0.0
465,51,8,122522.32,181297.65,1,False,False,False,False,False,False,False,False,0.1568627450980392,0.675807546319547
556,61,2,117419.35,94153.83,0,False,False,False,False,False,False,True,True,0.03278688524590164,1.2471011535059169
834,49,2,131394.56,194365.76,1,False,False,False,False,False,False,False,False,0.04081632653061224,0.6760170104034784
660,61,5,155931.11,158338.39,0,False,True,False,False,False,False,True,True,0.08196721311475409,0.9847966118639957
776,32,4,109421.13,126517.46,0,True,False,False,True,False,False,True,True,0.125,0.8648697974176844
829,27,9,112045.67,119708.21,1,True,False,False,False,False,False,True,True,0.3333333333333333,0.9359898539958119
637,39,9,137843.8,117622.8,1,True,False,False,False,False,False,True,True,0.23076923076923078,1.1719139486562127
550,38,2,103391.38,90878.13,0,True,False,True,False,False,False,False,True,0.05263157894736842,1.1376926439837616
776,37,2,103769.22,194099.12,0,True,False,False,True,False,False,True,False,0.05405405405405406,0.5346197344944171
698,44,10,116363.37,198059.16,0,True,False,True,True,False,False,True,False,0.22727272727272727,0.5875182445487499
585,36,5,146050.97,86424.57,0,True,False,True,True,False,False,False,False,0.1388888888888889,1.6899241731836212
788,33,5,0.0,116978.19,0,False,False,False,True,False,False,False,False,0.15151515151515152,0.0
655,41,8,125561.97,164040.94,1,True,False,True,False,False,False,False,False,0.1951219512195122,0.7654306906556375
601,42,1,98495.72,40014.76,1,True,False,True,False,False,False,True,False,0.023809523809523808,2.4614847121412198
619,43,1,125211.92,113410.49,0,False,False,True,False,False,False,True,True,0.023255813953488372,1.1040594216637278
656,45,5,127864.4,87107.57,0,False,False,True,False,False,False,True,False,0.1111111111111111,1.4678907929586371
725,19,0,75888.2,45613.75,0,True,False,True,False,False,False,False,False,0.0,1.6637132443616234
511,66,4,0.0,1643.11,1,False,True,False,False,False,False,True,False,0.06060606060606061,0.0
614,51,4,40685.92,46775.28,0,False,False,True,False,False,False,True,True,0.0784313725490196,0.8698167066022907
742,35,5,136857.0,84509.57,0,True,False,True,False,False,False,False,False,0.14285714285714285,1.619426060267494
687,27,9,152328.88,126494.82,0,True,False,False,True,False,False,False,False,0.3333333333333333,1.2042301811252034
555,33,1,56084.69,178798.13,0,False,True,True,True,False,False,False,False,0.030303030303030304,0.3136760434798731
684,56,8,78707.16,99398.36,0,False,True,True,False,False,False,True,True,0.14285714285714285,0.7918355997020474
603,26,4,109166.37,92840.67,0,True,False,True,False,False,False,True,True,0.15384615384615385,1.17584642592519
751,36,6,169831.46,27758.36,0,True,False,False,True,False,False,True,True,0.16666666666666666,6.1182094331221295
581,34,1,101633.04,110431.51,0,True,False,False,False,False,False,True,False,0.029411764705882353,0.9203264539260578
735,43,10,123180.01,196673.28,0,True,False,True,True,False,False,True,True,0.23255813953488372,0.6263179726295305
661,35,5,150725.53,113656.85,0,True,False,False,True,False,False,False,True,0.14285714285714285,1.3261455864736704
675,21,8,98373.26,18203.0,0,False,False,False,False,False,False,True,False,0.38095238095238093,5.404233368126133
738,58,2,133745.44,28373.86,1,True,False,True,False,False,True,True,False,0.034482758620689655,4.713685060827113
813,29,6,0.0,33953.87,0,False,False,True,False,False,False,True,False,0.20689655172413793,0.0
657,37,0,163607.18,44203.55,0,False,True,False,False,False,False,False,True,0.0,3.701222639358151
604,25,5,157780.84,58426.81,0,True,False,False,True,False,False,True,True,0.2,2.7004869853411475
519,36,9,0.0,145562.4,0,False,False,True,True,False,False,False,True,0.25,0.0
735,21,1,178718.19,22388.0,0,False,False,False,True,False,False,True,False,0.047619047619047616,7.982767107378953
664,55,8,0.0,139161.64,0,False,False,True,True,False,False,True,True,0.14545454545454545,0.0
678,32,9,0.0,148210.64,0,False,False,False,False,False,False,True,True,0.28125,0.0
757,33,5,77253.22,194239.63,0,False,True,True,False,False,False,False,True,0.15151515151515152,0.39772120653236415
416,41,10,122189.66,98301.61,0,True,False,False,True,False,False,True,False,0.24390243902439024,1.2430077187952466
665,34,1,96645.54,171413.66,0,False,False,False,True,False,False,False,False,0.029411764705882353,0.5638146924813343
777,32,2,0.0,136458.19,1,False,False,False,False,False,False,True,False,0.0625,0.0
543,36,3,0.0,26019.59,0,False,False,False,True,False,False,False,False,0.08333333333333333,0.0
506,34,4,90307.62,159235.29,0,False,False,False,False,False,False,True,True,0.11764705882352941,0.5671332026964625
493,46,4,0.0,1907.66,0,False,False,False,True,False,False,True,False,0.08695652173913043,0.0
652,75,10,0.0,114675.75,0,False,True,False,True,False,False,True,True,0.13333333333333333,0.0
750,22,3,121681.82,128643.35,1,False,True,True,False,False,False,True,False,0.13636363636363635,0.945885037975146
729,30,9,0.0,151869.35,0,False,False,True,True,False,False,True,False,0.3,0.0
646,46,4,0.0,93251.42,1,False,False,False,False,True,False,True,False,0.08695652173913043,0.0
635,28,3,81623.67,156791.36,0,True,False,False,True,False,False,True,True,0.10714285714285714,0.520587805348458
647,44,5,0.0,174205.22,1,False,True,False,False,True,False,True,True,0.11363636363636363,0.0
808,45,7,118626.55,147132.46,0,False,False,True,True,False,False,True,False,0.15555555555555556,0.8062568246327154
524,36,10,0.0,109614.57,0,False,False,False,True,False,False,True,False,0.2777777777777778,0.0
769,29,8,0.0,172290.61,0,False,False,True,True,False,False,True,True,0.27586206896551724,0.0
730,42,4,0.0,85982.47,0,False,True,True,True,False,False,False,True,0.09523809523809523,0.0
515,35,10,176273.95,121277.78,0,False,True,True,False,False,False,False,True,0.2857142857142857,1.453472763106317
773,41,9,102827.44,64595.25,0,False,True,True,False,False,False,False,True,0.21951219512195122,1.5918730866433677
814,29,8,97086.4,197276.13,0,True,False,True,True,False,False,True,True,0.27586206896551724,0.4921345527205952
710,22,8,0.0,99645.04,0,False,True,True,True,False,False,False,False,0.36363636363636365,0.0
413,34,9,0.0,6534.18,0,False,False,True,True,False,False,False,False,0.2647058823529412,0.0
665,40,6,0.0,161848.03,0,False,False,False,False,False,False,True,True,0.15,0.0
623,44,6,0.0,167162.43,0,False,False,False,True,False,False,False,False,0.13636363636363635,0.0
738,31,9,82674.15,41970.72,0,False,False,True,False,False,False,True,False,0.2903225806451613,1.9698053786068
528,36,7,0.0,60536.56,0,False,True,True,True,False,False,True,False,0.19444444444444445,0.0
670,65,1,0.0,177655.68,1,False,True,False,False,False,False,True,True,0.015384615384615385,0.0
622,46,4,107073.27,30984.59,1,False,True,False,True,False,False,True,True,0.08695652173913043,3.4556942660851733
582,32,1,88938.62,10054.53,0,True,False,True,False,False,False,True,True,0.03125,8.845626797075546
785,36,2,99806.85,36976.52,0,True,False,False,False,False,False,False,True,0.05555555555555555,2.699195327196827
605,33,5,150092.8,71862.79,0,False,True,True,False,False,False,False,False,0.15151515151515152,2.0886024603275213
479,35,9,92833.89,99449.86,1,True,False,True,False,False,False,True,False,0.2571428571428571,0.933474315599841
685,30,3,90536.81,63082.88,0,True,False,True,False,False,False,False,True,0.1,1.435204131453732
538,39,7,108055.1,27231.26,0,True,False,True,True,False,False,True,False,0.1794871794871795,3.968053626604131
562,42,2,100238.35,86797.41,0,False,False,True,False,False,False,False,False,0.047619047619047616,1.154854159818824
675,36,9,106190.55,22994.32,0,False,True,True,False,False,False,False,True,0.25,4.618120909859479
721,28,9,154475.54,101300.94,1,True,False,True,True,False,False,False,True,0.32142857142857145,1.524917142920885
628,30,9,132351.29,74169.13,0,True,False,False,True,False,False,True,True,0.3,1.7844525073976194
668,37,6,167864.4,115638.29,0,True,False,False,False,False,False,True,False,0.16216216216216217,1.4516333646926118
506,41,1,0.0,31766.3,0,False,False,False,True,False,False,True,False,0.024390243902439025,0.0
524,31,8,107818.63,199725.39,1,True,False,False,False,False,False,True,False,0.25806451612903225,0.5398343695811534
699,34,4,185173.81,120834.48,0,True,False,True,True,False,False,True,False,0.11764705882352941,1.5324583678433508
828,34,8,129433.34,38131.77,0,False,False,True,True,False,False,False,False,0.23529411764705882,3.394370101361673
674,39,6,120193.42,100130.95,0,False,True,True,False,False,False,False,False,0.15384615384615385,1.2003623255347122
656,39,6,0.0,141069.88,0,False,False,False,True,False,False,True,False,0.15384615384615385,0.0
684,48,10,126384.42,198129.36,0,True,False,False,False,False,False,True,True,0.20833333333333334,0.6378883977619471
